               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.027493,            0.015853,           0.0021978,             0.62692,             0.30758,             0.30448,             0.12568,            0.066859,            0.027613,            0.026389,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02733,            0.016232,           0.0023585,             0.42746,             0.33147,             0.29846,             0.11854,            0.066903,            0.028195,            0.025541,            0.002179,            0.002179,            0.002179
                 160,            0.027319,            0.016092,           0.0026812,              0.5757,             0.29583,             0.31104,             0.12844,            0.067438,            0.027612,            0.025242,           0.0021295,           0.0021295,           0.0021295
                 161,            0.027238,            0.015649,           0.0026961,             0.53182,             0.33851,             0.31338,             0.12771,            0.067268,            0.027524,            0.025448,             0.00208,             0.00208,             0.00208
                 162,            0.027029,            0.015551,           0.0023759,              0.5231,             0.32476,             0.31163,             0.12959,             0.06694,            0.027814,            0.026269,           0.0020305,           0.0020305,           0.0020305
                 163,            0.027139,             0.01657,            0.002299,             0.48298,              0.3297,             0.30783,               0.118,            0.066798,            0.027856,            0.025395,            0.001981,            0.001981,            0.001981
                 164,             0.02694,            0.015499,           0.0024901,             0.47894,             0.33775,             0.31471,              0.1253,             0.06668,            0.028244,            0.024791,           0.0019315,           0.0019315,           0.0019315
                 165,             0.02681,            0.015721,           0.0024177,             0.58533,             0.32427,             0.32736,             0.13332,            0.066886,            0.028269,            0.023608,            0.001882,            0.001882,            0.001882
                 166,            0.026415,            0.015097,           0.0024668,             0.54578,              0.3257,             0.33368,             0.13062,            0.066742,            0.028396,            0.023993,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026599,            0.015597,            0.002437,             0.54534,              0.3155,             0.31992,             0.13143,            0.066635,            0.028475,            0.024411,            0.001783,            0.001783,            0.001783
                 168,            0.026316,            0.015473,           0.0023102,             0.58832,             0.30507,             0.31861,              0.1236,            0.066691,            0.027988,            0.024225,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026112,            0.015441,           0.0020995,             0.54388,             0.31874,             0.31203,             0.12395,            0.066646,            0.028555,            0.024263,            0.001684,            0.001684,            0.001684
                 170,             0.02651,            0.015636,           0.0026027,             0.47055,              0.3069,             0.29579,              0.1197,            0.066638,            0.028508,            0.024986,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025987,            0.015609,           0.0021182,              0.5001,             0.35449,             0.32279,             0.12909,            0.066635,            0.028016,            0.024682,            0.001585,            0.001585,            0.001585
                 172,             0.02591,            0.015023,           0.0019839,             0.49545,             0.33858,             0.32169,             0.12733,             0.06684,            0.028602,            0.024406,           0.0015355,           0.0015355,           0.0015355
                 173,            0.026131,            0.015112,           0.0022957,             0.55961,             0.33094,             0.32383,             0.12635,            0.067055,             0.02865,            0.025136,            0.001486,            0.001486,            0.001486
                 174,            0.026339,             0.01524,           0.0024013,             0.55376,              0.3261,             0.31756,              0.1387,            0.067304,            0.028547,            0.026081,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025375,             0.01509,           0.0023234,             0.50898,             0.32993,             0.30906,             0.13399,            0.067687,            0.028491,            0.025885,            0.001387,            0.001387,            0.001387
                 176,            0.025829,            0.014764,            0.002139,             0.49403,             0.33347,              0.3116,             0.13145,            0.067509,            0.028957,            0.025986,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025864,            0.015148,           0.0021698,             0.59491,             0.28131,             0.30264,              0.1312,             0.06705,            0.028968,            0.026315,            0.001288,            0.001288,            0.001288
                 178,            0.025359,             0.01552,            0.001947,              0.5615,             0.29914,             0.31377,             0.12751,            0.067039,             0.02874,            0.026251,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025258,            0.014878,            0.002242,             0.49653,             0.31447,             0.30999,             0.13095,             0.06687,            0.028685,             0.02596,            0.001189,            0.001189,            0.001189
                 180,            0.024526,            0.014972,           0.0015165,             0.55825,             0.28042,             0.30134,             0.12383,            0.067011,            0.028853,            0.025726,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025602,            0.014521,           0.0025375,             0.58759,             0.28625,             0.30263,             0.12314,            0.067053,            0.028679,             0.02575,             0.00109,             0.00109,             0.00109
                 182,            0.024926,            0.015515,           0.0019652,             0.56481,             0.29589,             0.30557,             0.12542,            0.067195,            0.028592,            0.026023,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025431,            0.014826,           0.0020628,             0.56569,             0.28804,              0.2986,             0.12227,            0.067091,            0.028953,            0.026048,            0.000991,            0.000991,            0.000991
                 184,            0.025265,            0.015092,           0.0019485,             0.53327,             0.28909,             0.29739,             0.12221,            0.066857,            0.029267,            0.025913,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025428,            0.015458,           0.0018625,             0.57598,             0.28041,              0.2871,              0.1156,            0.066926,             0.02882,            0.026021,            0.000892,            0.000892,            0.000892
                 186,            0.024891,            0.014467,           0.0020257,             0.50944,             0.28508,             0.29158,             0.11588,            0.067138,            0.028859,            0.026039,           0.0008425,           0.0008425,           0.0008425
                 187,            0.025734,            0.015385,           0.0020369,             0.51784,             0.29442,             0.29671,             0.11851,            0.067291,            0.028604,            0.025534,            0.000793,            0.000793,            0.000793
                 188,            0.024029,            0.014113,           0.0019794,             0.59492,             0.28366,             0.29936,             0.12034,            0.067333,            0.028692,            0.025762,           0.0007435,           0.0007435,           0.0007435
                 189,            0.025065,            0.015098,           0.0022403,             0.61457,             0.28389,             0.30206,              0.1252,            0.067222,            0.028768,            0.025482,            0.000694,            0.000694,            0.000694
                 190,            0.024765,            0.014938,           0.0022274,             0.56806,             0.28108,             0.30386,             0.12656,            0.067267,            0.028533,            0.025688,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024911,            0.014734,           0.0022497,             0.58742,             0.28811,             0.31311,             0.12752,             0.06739,            0.028574,            0.025974,            0.000595,            0.000595,            0.000595
                 192,             0.02366,            0.014109,           0.0017637,              0.6409,             0.26992,              0.3128,             0.13075,            0.067295,            0.028654,            0.025974,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02441,            0.014502,           0.0021842,             0.61921,             0.27881,             0.31427,              0.1298,            0.067303,            0.028872,            0.025671,            0.000496,            0.000496,            0.000496
                 194,            0.024266,            0.014851,           0.0018012,             0.45179,             0.34334,             0.31814,             0.13243,            0.067557,            0.028849,             0.02585,           0.0004465,           0.0004465,           0.0004465
                 195,            0.024523,             0.01447,           0.0020694,             0.44161,              0.3575,             0.31927,             0.13251,            0.067672,            0.028932,            0.026213,            0.000397,            0.000397,            0.000397
                 196,            0.024412,            0.014466,           0.0019057,             0.45809,             0.34664,             0.31968,             0.13241,            0.067836,            0.028691,            0.026174,           0.0003475,           0.0003475,           0.0003475
                 197,            0.023679,            0.013755,           0.0017213,             0.56097,             0.29164,             0.31317,             0.13042,            0.067758,            0.028966,             0.02597,            0.000298,            0.000298,            0.000298
                 198,             0.02428,            0.014748,           0.0019776,             0.56445,             0.28839,             0.31344,             0.13206,            0.067642,            0.028996,            0.026173,           0.0002485,           0.0002485,           0.0002485
                 199,            0.023752,            0.014803,           0.0016983,             0.58814,             0.29332,             0.31455,             0.12923,            0.067739,            0.028996,            0.026252,            0.000199,            0.000199,            0.000199
